COSPAR_number;NORAD_number;owner1;owner2;owner3
2022-104T;53605;Cape Canaveral;;
2022-107J ;53708;Cape Canaveral;;
2022-107U ;53718;Cape Canaveral;;
2022-107AC ;53726;Cape Canaveral;;
2022-107P ;53713;Cape Canaveral;;
2022-107S ;53716;Cape Canaveral;;
2022-107Y ;53722;Cape Canaveral;;
2022-107AD ;53727;Cape Canaveral;;
2022-114AP ;53855;Cape Canaveral;;
2022-107Z ;53723;Cape Canaveral;;
2022-111G ;53779;Cape Canaveral;;
2022-107X ;53721;Cape Canaveral;;
2022-111D ;53776;Cape Canaveral;;
2022-111F ;53778;Cape Canaveral;;
2022-111AC ;53799;Cape Canaveral;;
2022-107B ;53701;Cape Canaveral;;
2022-111AB ;53798;Cape Canaveral;;
2022-107E ;53704;Cape Canaveral;;
2022-111AE ;53801;Cape Canaveral;;
2022-107G ;53706;Cape Canaveral;;
2022-107F ;53705;Cape Canaveral;;
2022-111A ;53773;Cape Canaveral;;
2022-111B ;53774;Cape Canaveral;;
2022-111AD ;53800;Cape Canaveral;;
2022-111Z ;53796;Cape Canaveral;;
2022-111C ;53775;Cape Canaveral;;
2022-111AA ;53797;Cape Canaveral;;
2022-107C ;53702;Cape Canaveral;;
2022-107A ;53700;Cape Canaveral;;
2022-111AF ;53802;Cape Canaveral;;
2022-111AG ;53803;Cape Canaveral;;
2022-111W ;53793;Cape Canaveral;;
2022-111AH ;53804;Cape Canaveral;;
2022-111X ;53794;Cape Canaveral;;
2022-107D ;53703;Cape Canaveral;;
2022-114BE ;53870;Cape Canaveral;;
2022-111T ;53790;Cape Canaveral;;
2022-114S ;53834;Cape Canaveral;;
2022-114B ;53819;Cape Canaveral;;
2022-111V ;53792;Cape Canaveral;;
2022-114BF ;53871;Cape Canaveral;;
2022-111Y ;53795;Cape Canaveral;;
2022-111Q ;53787;Cape Canaveral;;
2022-114AC ;53844;Cape Canaveral;;
2022-114AE ;53846;Cape Canaveral;;
2022-114Q ;53832;Cape Canaveral;;
2022-114F ;53823;Cape Canaveral;;
2022-114A ;53818;Cape Canaveral;;
2022-114Z ;53841;Cape Canaveral;;
2022-114H ;53825;Cape Canaveral;;
2022-114D ;53821;Cape Canaveral;;
2022-114AD ;53845;Cape Canaveral;;
2022-114AA ;53842;Cape Canaveral;;
2022-114AK ;53851;Cape Canaveral;;
2022-114J ;53826;Cape Canaveral;;
2022-114G ;53824;Cape Canaveral;;
2022-114C ;53820;Cape Canaveral;;
2022-114M ;53829;Cape Canaveral;;
2022-114L ;53828;Cape Canaveral;;
2022-114N ;53830;Cape Canaveral;;
2022-114BA ;53866;Cape Canaveral;;
2022-111AJ ;53805;Cape Canaveral;;
2022-114K ;53827;Cape Canaveral;;
2022-119BD ;53937;Cape Canaveral;;
2022-114Y ;53840;Cape Canaveral;;
2022-114AJ ;53850;Cape Canaveral;;
2022-111AK ;53806;Cape Canaveral;;
2022-114AB ;53843;Cape Canaveral;;
2022-114AH ;53849;Cape Canaveral;;
2022-114R ;53833;Cape Canaveral;;
2022-119AY ;53932;Cape Canaveral;;
2022-114W ;53838;Cape Canaveral;;
2023-046AX;56138;Cape Canaveral;;
2022-119BA ;53934;Cape Canaveral;;
2022-114V ;53837;Cape Canaveral;;
2022-114AF ;53847;Cape Canaveral;;
2022-114U ;53836;Cape Canaveral;;
2022-114AY ;53864;Cape Canaveral;;
2022-114AG ;53848;Cape Canaveral;;
2022-114AV ;53861;Cape Canaveral;;
2022-119AZ ;53933;Cape Canaveral;;
2022-114T ;53835;Cape Canaveral;;
2022-114X ;53839;Cape Canaveral;;
2022-114AZ ;53865;Cape Canaveral;;
2023-014C ;55393;Vandenberg AFB;;
2022-119U ;53904;Cape Canaveral;;
2022-114AX ;53863;Cape Canaveral;;
2022-114BC ;53868;Cape Canaveral;;
2022-114AT ;53859;Cape Canaveral;;
2022-119BC ;53936;Cape Canaveral;;
2022-114AW ;53862;Cape Canaveral;;
2022-114BB ;53867;Cape Canaveral;;
2022-114AM ;53853;Cape Canaveral;;
2022-114AQ ;53856;Cape Canaveral;;
2022-119Z ;53909;Cape Canaveral;;
2022-114AL ;53852;Cape Canaveral;;
2022-114AS ;53858;Cape Canaveral;;
2022-114AU ;53860;Cape Canaveral;;
2022-114AN ;53854;Cape Canaveral;;
2022-177F ;54825;Cape Canaveral;;
2022-114AR ;53857;Cape Canaveral;;
2022-114BD ;53869;Cape Canaveral;;
2022-053AN;52692;Cape Canaveral;;
2022-119BB ;53935;Cape Canaveral;;
2022-119AQ ;53924;Cape Canaveral;;
2022-119AN ;53922;Cape Canaveral;;
2022-119V ;53905;Cape Canaveral;;
2022-119AP ;53923;Cape Canaveral;;
2023-014AH ;55422;Vandenberg AFB;;
2022-119AT ;53927;Cape Canaveral;;
2022-119AU ;53928;Cape Canaveral;;
2022-119AW ;53930;Cape Canaveral;;
2022-119AR ;53925;Cape Canaveral;;
2022-119AJ ;53918;Cape Canaveral;;
2023-015AV;55492;Cape Canaveral;;
2022-119AS ;53926;Cape Canaveral;;
2022-119AX ;53931;Cape Canaveral;;
2023-046BC;56143;Cape Canaveral;;
2022-119AF ;53915;Cape Canaveral;;
2022-119AV ;53929;Cape Canaveral;;
2023-014S ;55407;Cape Canaveral;;
2023-015K;55458;Vandenberg AFB;;
2022-119S ;53902;Cape Canaveral;;
2022-119T ;53903;Cape Canaveral;;
2022-119AK ;53919;Cape Canaveral;;
2022-119R ;53901;Cape Canaveral;;
2022-119AL ;53920;Cape Canaveral;;
2023-013AR;55370;Cape Canaveral;;
2022-119A ;53886;Cape Canaveral;;
2022-119B ;53887;Cape Canaveral;;
2023-014AD ;55418;Cape Canaveral;;
2022-119D ;53889;Vandenberg AFB;;
2022-119K ;53895;Cape Canaveral;;
2023-014X ;55412;Cape Canaveral;;
2022-119C ;53888;Vandenberg AFB;;
2022-119M ;53897;Cape Canaveral;;
2022-119AH ;53917;Cape Canaveral;;
2022-119L ;53896;Cape Canaveral;;
2022-119AE ;53914;Cape Canaveral;;
2022-119F ;53891;Cape Canaveral;;
2022-119P ;53899;Cape Canaveral;;
2022-119J ;53894;Cape Canaveral;;
2022-119N ;53898;Cape Canaveral;;
2022-119Q ;53900;Cape Canaveral;;
2022-119G ;53892;Cape Canaveral;;
2023-014U ;55409;Cape Canaveral;;
2022-119AB ;53911;Vandenberg AFB;;
2022-119E ;53890;Cape Canaveral;;
2022-119AG ;53916;Cape Canaveral;;
2022-119H ;53893;Cape Canaveral;;
2022-119AD ;53913;Cape Canaveral;;
2022-119W ;53906;Cape Canaveral;;
2022-125BD ;54015;Cape Canaveral;;
2022-119AA ;53910;Vandenberg AFB;;
2022-119Y ;53908;Cape Canaveral;;
2023-015H;55456;Cape Canaveral;;
2022-119AC ;53912;Cape Canaveral;;
2023-014Y ;55413;Cape Canaveral;;
2022-177AD ;54847;Vandenberg AFB;;
2023-021K;55637;Cape Canaveral;;
2022-119X ;53907;Vandenberg AFB;;
2023-014AP ;55428;Cape Canaveral;;
2023-021P;55641;Vandenberg AFB;;
2023-021AB;55653;Vandenberg AFB;;
2023-014AJ ;55423;Vandenberg AFB;;
2023-021N;55640;Vandenberg AFB;;
2023-021AC;55654;Vandenberg AFB;;
2023-014M ;55402;Vandenberg AFB;;
2023-028T;55758;Vandenberg AFB;;
2023-014AN ;55427;Vandenberg AFB;;
2023-014AZ ;55438;Vandenberg AFB;;
2022-125AC ;53990;Vandenberg AFB;;
2023-014L ;55401;Vandenberg AFB;;
2023-014A;55391;Vandenberg AFB;;
2022-177AP ;54857;Vandenberg AFB;;
2022-125AM ;53999;Cape Canaveral;;
2023-014AY ;55437;Vandenberg AFB;;
2023-028U;55759;Vandenberg AFB;;
2022-177AB ;54845;Vandenberg AFB;;
2022-177AH ;54851;Cape Canaveral;;
2023-014B ;55392;Cape Canaveral;;
2022-177AN ;54856;Vandenberg AFB;;
2022-177AG ;54850;Cape Canaveral;;
2022-125AN ;54000;Cape Canaveral;;
2023-046BH;56148;Vandenberg AFB;;
2023-046AW;56137;Cape Canaveral;;
2022-177BF ;54873;Cape Canaveral;;
2023-014T ;55408;Cape Canaveral;;
2023-058R;56332;Cape Canaveral;;
2022-125P ;53977;Vandenberg AFB;;
2022-125AU ;54006;Cape Canaveral;;
2022-125AH ;53995;Vandenberg AFB;;
2022-125BB ;54013;Vandenberg AFB;;
2022-125AX ;54009;Vandenberg AFB;;
2023-015AY;55495;Vandenberg AFB;;
2022-177C ;54822;Vandenberg AFB;;
2023-021T;55645;Cape Canaveral;;
2022-125V ;53983;Cape Canaveral;;
2023-021U;55646;Vandenberg AFB;;
2022-125AP ;54001;Vandenberg AFB;;
2022-177D ;54823;Vandenberg AFB;;
2022-177G ;54826;Vandenberg AFB;;
2022-125AE ;53992;Cape Canaveral;;
2022-125AQ ;54002;Cape Canaveral;;
2022-177V ;54839;Vandenberg AFB;;
2023-046BF;56146;Vandenberg AFB;;
2022-125Z ;53987;Cape Canaveral;;
2022-125AA ;53988;Cape Canaveral;;
2022-125AR ;54003;Cape Canaveral;;
2022-125AB ;53989;Vandenberg AFB;;
2022-125BC ;54014;Vandenberg AFB;;
2022-141R ;54172;Vandenberg AFB;;
2022-125AD ;53991;Vandenberg AFB;;
2022-125Y ;53986;Vandenberg AFB;;
2022-125U ;53982;Vandenberg AFB;;
2022-125AF ;53993;Vandenberg AFB;;
2022-141Y ;54179;Vandenberg AFB;;
2022-125R ;53979;Vandenberg AFB;;
2022-125AZ ;54011;Vandenberg AFB;;
2022-125AG ;53994;Vandenberg AFB;;
2022-125BA ;54012;Vandenberg AFB;;
2022-125AY ;54010;Vandenberg AFB;;
2022-125AL ;53998;Vandenberg AFB;;
2022-125AS ;54004;Vandenberg AFB;;
2022-125AK ;53997;Vandenberg AFB;;
2022-125AJ ;53996;Vandenberg AFB;;
2022-125AV ;54007;Vandenberg AFB;;
2022-125S ;53980;Vandenberg AFB;;
2022-125N ;53976;Vandenberg AFB;;
2022-125AT ;54005;Vandenberg AFB;;
2022-125M ;53975;Vandenberg AFB;;
2022-136AD ;54078;Vandenberg AFB;;
2023-015AZ;55496;Vandenberg AFB;;
2023-046BG;56147;Vandenberg AFB;;
2023-015BD;55500;Cape Canaveral;;
2022-125W ;53984;Cape Canaveral;;
2022-136AQ ;54089;Cape Canaveral;;
2022-136X ;54072;Cape Canaveral;;
2022-125AW ;54008;Cape Canaveral;;
2022-136Y ;54073;Vandenberg AFB;;
2022-125X ;53985;Cape Canaveral;;
2022-125Q ;53978;Cape Canaveral;;
2022-125T ;53981;Vandenberg AFB;;
2022-136R ;54066;Cape Canaveral;;
2022-136AP ;54088;Vandenberg AFB;;
2022-141V ;54176;Vandenberg AFB;;
2022-141P ;54170;Vandenberg AFB;;
2022-125K ;53973;Cape Canaveral;;
2022-125J ;53972;Cape Canaveral;;
2022-136E ;54055;Vandenberg AFB;;
2022-125L ;53974;Vandenberg AFB;;
2022-136AF ;54080;Vandenberg AFB;;
2022-141G ;54163;Vandenberg AFB;;
2022-141AD ;54184;Cape Canaveral;;
2022-136D ;54054;Vandenberg AFB;;
2022-141X ;54178;Cape Canaveral;;
2022-136AG ;54081;Vandenberg AFB;;
2022-136AL ;54085;Vandenberg AFB;;
2022-136H ;54058;Cape Canaveral;;
2022-136W ;54071;Vandenberg AFB;;
2022-136K ;54060;Cape Canaveral;;
2022-136M ;54062;Cape Canaveral;;
2022-136AC ;54077;Cape Canaveral;;
2022-136P ;54064;Cape Canaveral;;
2022-136J ;54059;Cape Canaveral;;
2022-136S ;54067;Cape Canaveral;;
2022-136AE ;54079;Cape Canaveral;;
2022-136C ;54053;Cape Canaveral;;
2022-136AR ;54090;Cape Canaveral;;
2022-136AJ ;54083;Cape Canaveral;;
2022-136BD ;54102;Cape Canaveral;;
2023-010BB;55318;Cape Canaveral;;
2022-136V ;54070;Cape Canaveral;;
2022-141AJ ;54189;Cape Canaveral;;
2022-136AK ;54084;Cape Canaveral;;
2022-136AN ;54087;Vandenberg AFB;;
2022-136BB ;54100;Cape Canaveral;;
2022-141W ;54177;Vandenberg AFB;;
2022-136Q ;54065;Cape Canaveral;;
2022-136AX ;54096;Cape Canaveral;;
2022-136B ;54052;Cape Canaveral;;
2022-136AT ;54092;Vandenberg AFB;;
2022-175F ;54763;Cape Canaveral;;
2022-136Z ;54074;Cape Canaveral;;
2022-136AW ;54095;Cape Canaveral;;
2022-141AF ;54186;Cape Canaveral;;
2022-136A ;54051;Cape Canaveral;;
2023-010BC;55319;Cape Canaveral;;
2022-136AY ;54097;Cape Canaveral;;
2022-136BA ;54099;Vandenberg AFB;;
2022-141AW ;54201;Cape Canaveral;;
2022-136BE ;54103;Vandenberg AFB;;
2022-136AB ;54076;Cape Canaveral;;
2022-175D ;54761;Cape Canaveral;;
2022-136BF ;54104;Vandenberg AFB;;
2022-136BC ;54101;Cape Canaveral;;
2022-141AX ;54202;Cape Canaveral;;
2022-136L ;54061;Cape Canaveral;;
2022-136AH ;54082;Cape Canaveral;;
2022-136AM ;54086;Cape Canaveral;;
2022-136AA ;54075;Vandenberg AFB;;
2022-136AU ;54093;Cape Canaveral;;
2022-175E ;54762;Cape Canaveral;;
2022-175B ;54759;Cape Canaveral;;
2022-136AZ ;54098;Cape Canaveral;;
2023-021J;55636;Cape Canaveral;;
2022-136AV ;54094;Cape Canaveral;;
2022-175C ;54760;Cape Canaveral;;
2022-136AS ;54091;Cape Canaveral;;
2022-136T ;54068;Vandenberg AFB;;
2022-136U ;54069;Cape Canaveral;;
2023-014G ;55397;Cape Canaveral;;
2022-136N ;54063;Cape Canaveral;;
2022-136F ;54056;Cape Canaveral;;
2022-141AA ;54181;Cape Canaveral;;
2022-141Z ;54180;Vandenberg AFB;;
2022-141Q ;54171;Cape Canaveral;;
2023-014D ;55394;Cape Canaveral;;
2022-141AB ;54182;Vandenberg AFB;;
2023-021AZ;55675;Vandenberg AFB;;
2022-141D ;54160;Vandenberg AFB;;
2022-141AS ;54197;Vandenberg AFB;;
2022-141AE ;54185;Vandenberg AFB;;
2023-010F;55274;Vandenberg AFB;;
2022-141AR ;54196;Vandenberg AFB;;
2022-141AH ;54188;Vandenberg AFB;;
2022-141AC ;54183;Vandenberg AFB;;
2022-141AG ;54187;Vandenberg AFB;;
2022-141AZ ;54204;Vandenberg AFB;;
2022-141S ;54173;Vandenberg AFB;;
2022-141L ;54167;Vandenberg AFB;;
2022-141AU ;54199;Vandenberg AFB;;
2022-141M ;54168;Vandenberg AFB;;
2022-141AT ;54198;Vandenberg AFB;;
2022-141AY ;54203;Vandenberg AFB;;
2022-141T ;54174;Vandenberg AFB;;
2022-141BA ;54205;Vandenberg AFB;;
2022-141AV ;54200;Vandenberg AFB;;
2022-141BD ;54208;Vandenberg AFB;;
2022-141U ;54175;Vandenberg AFB;;
2023-010AZ;55316;Vandenberg AFB;;
2022-141AQ ;54195;Vandenberg AFB;;
2022-141BE ;54209;Vandenberg AFB;;
2023-010G;55275;Vandenberg AFB;;
2023-010H;55276;Vandenberg AFB;;
2022-141BC ;54207;Vandenberg AFB;;
2022-141AN ;54193;Vandenberg AFB;;
2022-141BB ;54206;Vandenberg AFB;;
2023-010BA;55317;Vandenberg AFB;;
2023-010X;55290;Vandenberg AFB;;
2023-021AD;55655;Vandenberg AFB;;
2022-141AM ;54192;Vandenberg AFB;;
2022-141E ;54161;Vandenberg AFB;;
2023-010AG;55299;Vandenberg AFB;;
2022-141AP ;54194;Vandenberg AFB;;
2023-010AF;55298;Vandenberg AFB;;
2022-141F ;54162;Vandenberg AFB;;
2023-014E ;55395;Vandenberg AFB;;
2023-014H ;55398;Vandenberg AFB;;
2023-014J ;55399;Vandenberg AFB;;
2023-010A;55269;Vandenberg AFB;;
2022-141H ;54164;Vandenberg AFB;;
2022-141J ;54165;Vandenberg AFB;;
2022-141K ;54166;Vandenberg AFB;;
2022-141AK ;54190;Vandenberg AFB;;
2022-141N ;54169;Vandenberg AFB;;
2023-014F ;55396;Vandenberg AFB;;
2023-010AE;55297;Vandenberg AFB;;
2023-010AD;55296;Vandenberg AFB;;
2023-010AB;55294;Vandenberg AFB;;
2023-010AA;55293;Vandenberg AFB;;
2022-076V;53005;Vandenberg AFB;;
2023-010AQ;55307;Vandenberg AFB;;
2023-010K;55278;Vandenberg AFB;;
2022-141A ;54157;Vandenberg AFB;;
2023-010E;55273;Cape Canaveral;;
2023-010AR;55308;Vandenberg AFB;;
2023-010AC;55295;Vandenberg AFB;;
2022-141C ;54159;Vandenberg AFB;;
2023-010AP;55306;Vandenberg AFB;;
2023-010AV;55312;Vandenberg AFB;;
2022-141B ;54158;Vandenberg AFB;;
2023-010N;55281;Vandenberg AFB;;
2023-010J;55277;Vandenberg AFB;;
2023-021BA;55676;Vandenberg AFB;;
2023-010B;55270;Vandenberg AFB;;
2023-021C;55630;Vandenberg AFB;;
2022-177Z ;54843;Vandenberg AFB;;
2023-010AX;55314;Vandenberg AFB;;
2023-010C;55271;Vandenberg AFB;;
2023-021AG;55658;Vandenberg AFB;;
2023-010AH;55300;Cape Canaveral;;
2023-010AT;55310;Vandenberg AFB;;
2023-010D;55272;Vandenberg AFB;;
2023-010V;55288;Vandenberg AFB;;
2023-010AU;55311;Vandenberg AFB;;
2023-010AW;55313;Vandenberg AFB;;
2023-021BC;55678;Vandenberg AFB;;
2023-010AS;55309;Vandenberg AFB;;
2023-010AN;55305;Vandenberg AFB;;
2023-010Q;55283;Vandenberg AFB;;
2023-010AM;55304;Vandenberg AFB;;
2023-010W;55289;Vandenberg AFB;;
2023-010AK;55302;Vandenberg AFB;;
2023-010AL;55303;Vandenberg AFB;;
2023-010L;55279;Vandenberg AFB;;
2023-021BB;55677;Vandenberg AFB;;
2023-010Z;55292;Vandenberg AFB;;
2023-021AE;55656;Vandenberg AFB;;
2023-010Y;55291;Vandenberg AFB;;
2023-021AF;55657;Vandenberg AFB;;
2023-010P;55282;Vandenberg AFB;;
2023-010M;55280;Vandenberg AFB;;
2023-010S;55285;Vandenberg AFB;;
2023-010R;55284;Vandenberg AFB;;
2023-010T;55286;Vandenberg AFB;;
2023-010U;55287;Vandenberg AFB;;
2023-015AX;55494;Vandenberg AFB;;
2022-177AW ;54864;Vandenberg AFB;;
2022-177AC ;54846;Vandenberg AFB;;
2023-015AW;55493;Vandenberg AFB;;
2023-015BA;55497;Cape Canaveral;;
2023-015AU;55491;Cape Canaveral;;
2023-015BB;55498;Cape Canaveral;;
2023-015BC;55499;Cape Canaveral;;
2023-015BE;55501;Cape Canaveral;;
2022-177W ;54840;Cape Canaveral;;
2022-177T ;54837;Cape Canaveral;;
2023-046BE;56145;Cape Canaveral;;
2022-177U ;54838;Cape Canaveral;;
2023-015AT;55490;Cape Canaveral;;
2023-046BD;56144;Cape Canaveral;;
2023-046AZ;56140;Cape Canaveral;;
2023-046BB;56142;Cape Canaveral;;
2023-046BA;56141;Cape Canaveral;;
2023-046AY;56139;Cape Canaveral;;
2022-177BA ;54868;Cape Canaveral;;
2022-177K ;54829;Cape Canaveral;;
2022-177J ;54828;Cape Canaveral;;
2022-177A ;54820;Cape Canaveral;;
2022-177H ;54827;Cape Canaveral;;
2022-177S ;54836;Cape Canaveral;;
2022-177B ;54821;Cape Canaveral;;
2022-177Q ;54834;Cape Canaveral;;
2022-177Y ;54842;Cape Canaveral;;
2022-177AA ;54844;Cape Canaveral;;
2022-177R ;54835;Cape Canaveral;;
2022-177BE ;54872;Cape Canaveral;;
2022-177P ;54833;Cape Canaveral;;
2022-175AN ;54794;Cape Canaveral;;
2022-177N ;54832;Cape Canaveral;;
2022-177L ;54830;Cape Canaveral;;
2022-177M ;54831;Cape Canaveral;;
2022-177AZ ;54867;Cape Canaveral;;
2022-177BD ;54871;Cape Canaveral;;
2022-177AY ;54866;Cape Canaveral;;
2022-175AG ;54788;Cape Canaveral;;
2022-177AT ;54861;Cape Canaveral;;
2022-177BC ;54870;Cape Canaveral;;
2022-177BB ;54869;Cape Canaveral;;
2022-177AU ;54862;Cape Canaveral;;
2022-175M ;54769;Cape Canaveral;;
2022-177AV ;54863;Cape Canaveral;;
2022-177AS ;54860;Cape Canaveral;;
2022-177AQ ;54858;Cape Canaveral;;
2022-175BE ;54810;Cape Canaveral;;
2022-177AR ;54859;Cape Canaveral;;
2022-175BB ;54807;Cape Canaveral;;
2022-177AX ;54865;Cape Canaveral;;
2022-175BA ;54806;Cape Canaveral;;
2022-175BC ;54808;Cape Canaveral;;
2022-175BD ;54809;Cape Canaveral;;
2022-175AQ ;54796;Cape Canaveral;;
2022-177AM ;54855;Cape Canaveral;;
2022-175AZ ;54805;Cape Canaveral;;
2022-177AJ ;54852;Cape Canaveral;;
2022-177AL ;54854;Cape Canaveral;;
2022-175AS ;54798;Cape Canaveral;;
2022-175AT ;54799;Cape Canaveral;;
2022-175AY ;54804;Cape Canaveral;;
2023-021AU;55670;Cape Canaveral;;
2022-175BF ;54811;Cape Canaveral;;
2022-175AK ;54791;Cape Canaveral;;
2022-175AW ;54802;Cape Canaveral;;
2022-177AK ;54853;Cape Canaveral;;
2022-175AU ;54800;Cape Canaveral;;
2022-175AV ;54801;Cape Canaveral;;
2022-175AX ;54803;Vandenberg AFB;;
2022-175AL ;54792;Cape Canaveral;;
2022-177AE ;54848;Cape Canaveral;;
2022-175AM ;54793;Cape Canaveral;;
2022-177AF ;54849;Cape Canaveral;;
2022-175AR ;54797;Cape Canaveral;;
2022-175AP ;54795;Cape Canaveral;;
2022-175AA ;54782;Cape Canaveral;;
2022-175AE ;54786;Cape Canaveral;;
2022-175AB ;54783;Cape Canaveral;;
2022-175AD ;54785;Cape Canaveral;;
2022-175AF ;54787;Cape Canaveral;;
2022-175AC ;54784;Cape Canaveral;;
2022-175Z ;54781;Cape Canaveral;;
2022-175L ;54768;Cape Canaveral;;
2022-175AJ ;54790;Cape Canaveral;;
2022-175AH ;54789;Cape Canaveral;;
2022-175X ;54779;Cape Canaveral;;
2022-175N ;54770;Cape Canaveral;;
2022-175Y ;54780;Cape Canaveral;;
2022-175W ;54778;Cape Canaveral;;
2022-175P ;54771;Cape Canaveral;;
2022-175Q ;54772;Cape Canaveral;;
2022-175R ;54773;Cape Canaveral;;
2022-175S ;54774;Cape Canaveral;;
2023-021AS;55668;Cape Canaveral;;
2023-021AR;55667;Cape Canaveral;;
2022-175G ;54764;Cape Canaveral;;
2023-021AT;55669;Cape Canaveral;;
2023-021AV;55671;Cape Canaveral;;
2023-021AW;55672;Cape Canaveral;;
2023-021AY;55674;Cape Canaveral;;
2022-101AL;53561;Vandenberg AFB;;
2023-021AX;55673;Vandenberg AFB;;
2022-175A;54758;Cape Canaveral;;
2022-175T ;54775;Vandenberg AFB;;
2022-175H ;54765;Vandenberg AFB;;
2023-021AJ;55660;Vandenberg AFB;;
2022-175V ;54777;Vandenberg AFB;;
2023-021X;55649;Cape Canaveral;;
2022-175U ;54776;Vandenberg AFB;;
2022-175J ;54766;Cape Canaveral;;
2022-175K ;54766;Cape Canaveral;;
2022-175K ;54767;Cape Canaveral;;
2023-021AM;55663;Vandenberg AFB;;
2023-021AP;55665;Cape Canaveral;;
2023-021AK;55661;Vandenberg AFB;;
2023-021AH;55659;Cape Canaveral;;
2023-021Q;55642;Cape Canaveral;;
2023-021AL;55662;Cape Canaveral;;
2023-021AN;55664;Cape Canaveral;;
2023-058AT;56358;Vandenberg AFB;;
2023-021R;55643;Vandenberg AFB;;
2023-021A;55628;Vandenberg AFB;;
2023-021AA;55652;Vandenberg AFB;;
2023-046AV;56136;Vandenberg AFB;;
2023-013B;55332;Vandenberg AFB;;
2023-013A;55331;Vandenberg AFB;;
2023-013C;55333;Cape Canaveral;;
2023-021Y;55650;Vandenberg AFB;;
2023-021H;55635;Vandenberg AFB;;
2023-021B;55629;Vandenberg AFB;;
2023-021F;55633;Cape Canaveral;;
2023-028Z;55764;Cape Canaveral;;
2023-021G;55634;Cape Canaveral;;
2023-021W;55648;Cape Canaveral;;
2023-021S;55644;Vandenberg AFB;;
2023-021Z;55651;Vandenberg AFB;;
2023-021L;55638;Vandenberg AFB;;
2023-021M;55639;Vandenberg AFB;;
2023-021V;55647;Vandenberg AFB;;
2023-013BE;55384;Vandenberg AFB;;
2023-028V;55760;Vandenberg AFB;;
2023-058AQ;56355;Vandenberg AFB;;
2023-058AR;56356;Vandenberg AFB;;
2023-058AS;56357;Vandenberg AFB;;
2023-028G;55747;Vandenberg AFB;;
2023-058Z;56340;Vandenberg AFB;;
2023-058AA;56341;Cape Canaveral;;
2023-028S;55757;Vandenberg AFB;;
2023-021E;55632;Cape Canaveral;;
2023-013X;55352;Cape Canaveral;;
2023-058T;56334;Cape Canaveral;;
2023-058AV;56360;Vandenberg AFB;;
2023-058AW;56361;Cape Canaveral;;
2023-058AU;56359;Cape Canaveral;;
2023-058Y;56339;Vandenberg AFB;;
2023-058S;56333;Vandenberg AFB;;
2023-058X;56338;Cape Canaveral;;
2023-013BH;55386;Cape Canaveral;;
2023-013BG;55385;Cape Canaveral;;
2023-028AF;55770;Cape Canaveral;;
2023-021D;55631;Cape Canaveral;;
2023-058U;56335;Cape Canaveral;;
2023-028J;55749;Cape Canaveral;;
2023-058W;56337;Cape Canaveral;;
2023-058V;56336;Cape Canaveral;;
2023-046AU;56135;Cape Canaveral;;
2023-046AT;56134;Vandenberg AFB;;
2023-028E;55745;Vandenberg AFB;;
2023-046AS;56133;Cape Canaveral;;
2023-013AY;55377;Vandenberg AFB;;
2023-013AT;55372;Cape Canaveral;;
2023-013BA;55379;Cape Canaveral;;
2023-014AU ;55433;Cape Canaveral;;
2023-013BB;55380;Cape Canaveral;;
2023-013AZ;55378;Vandenberg AFB;;
2023-028K;55750;Cape Canaveral;;
2023-013AH;55362;Cape Canaveral;;
2023-013BC;55382;Cape Canaveral;;
2023-013BD;55383;Cape Canaveral;;
2023-028L;55751;Vandenberg AFB;;
2023-013AV;55374;Cape Canaveral;;
2023-028F;55746;Cape Canaveral;;
2023-028H;55748;Vandenberg AFB;;
2023-013AU;55373;Cape Canaveral;;
2023-028AD;55768;Cape Canaveral;;
2023-028AE;55769;Cape Canaveral;;
2023-013AX;55376;Vandenberg AFB;;
2023-013AW;55375;Cape Canaveral;;
2023-013AS;55371;Vandenberg AFB;;
2023-028AG;55771;Vandenberg AFB;;
2023-028A;55741;Cape Canaveral;;
2023-028Y;55763;Vandenberg AFB;;
2023-028B;55742;Vandenberg AFB;;
2023-028AA;55765;Cape Canaveral;;
2023-015AD;55476;Cape Canaveral;;
2023-014N ;55403;Cape Canaveral;;
2023-014AG ;55421;Vandenberg AFB;;
2023-028AB;55766;Vandenberg AFB;;
2023-028D;55744;Vandenberg AFB;;
2023-028C;55743;Vandenberg AFB;;
2023-028X;55762;Vandenberg AFB;;
2023-014AF ;55420;Cape Canaveral;;
2023-014W ;55411;Vandenberg AFB;;
2023-028AC;55767;Vandenberg AFB;;
