COSPAR_number;NORAD_number;owner1;owner2;owner3;owner4
2021-090J ;49287;OneWeb Satellites;;;
2021-090K ;49288;OneWeb Satellites;;;
2021-090L ;49289;OneWeb Satellites;;;
2021-090M ;49290;OneWeb Satellites;;;
2021-090N ;49291;OneWeb Satellites;;;
2021-090P ;49292;OneWeb Satellites;;;
2021-090Q ;49293;OneWeb Satellites;;;
2021-090R ;49294;OneWeb Satellites;;;
2021-090S ;49295;OneWeb Satellites;;;
2021-090T ;49296;OneWeb Satellites;;;
2021-090U ;49297;OneWeb Satellites;;;
2021-090V ;49298;OneWeb Satellites;;;
2021-090W ;49299;OneWeb Satellites;;;
2021-090X ;49300;OneWeb Satellites;;;
2021-090Y ;49301;OneWeb Satellites;;;
2021-090Z ;49302;OneWeb Satellites;;;
2021-090AA ;49303;OneWeb Satellites;;;
2021-090AB ;49304;OneWeb Satellites;;;
2021-090AC ;49305;OneWeb Satellites;;;
2021-090AD ;49306;OneWeb Satellites;;;
2021-090AE ;49307;OneWeb Satellites;;;
2021-090AF ;49308;OneWeb Satellites;;;
2021-090AG ;49309;OneWeb Satellites;;;
2021-090AH ;49310;OneWeb Satellites;;;
2021-090AJ ;49311;OneWeb Satellites;;;
2021-090AK ;49312;OneWeb Satellites;;;
2021-090AL ;49313;OneWeb Satellites;;;
2021-090AM ;49314;OneWeb Satellites;;;
2021-132A ;50469;OneWeb Satellites;;;
2021-132B ;50470;OneWeb Satellites;;;
2021-132C ;50471;OneWeb Satellites;;;
2021-132D ;50472;OneWeb Satellites;;;
2021-132E ;50473;OneWeb Satellites;;;
2021-132F ;50474;OneWeb Satellites;;;
2021-132G ;50475;OneWeb Satellites;;;
2021-132H ;50476;OneWeb Satellites;;;
2021-132J ;50477;OneWeb Satellites;;;
2021-132K ;50478;OneWeb Satellites;;;
2021-132L ;50479;OneWeb Satellites;;;
2021-132M ;50480;OneWeb Satellites;;;
2021-132N ;50481;OneWeb Satellites;;;
2021-132P ;50482;OneWeb Satellites;;;
2021-132Q ;50483;OneWeb Satellites;;;
2021-132R ;50484;OneWeb Satellites;;;
2021-132S ;50485;OneWeb Satellites;;;
2021-132T ;50486;OneWeb Satellites;;;
2021-132U ;50487;OneWeb Satellites;;;
2021-132V ;50488;OneWeb Satellites;;;
2022-012A;51622;OneWeb Satellites;;;
2022-012B;51623;OneWeb Satellites;;;
2021-132W ;50489;OneWeb Satellites;;;
2021-132X ;50490;OneWeb Satellites;;;
2021-132Y ;50491;OneWeb Satellites;;;
2022-012C;51624;OneWeb Satellites;;;
2022-012D;51625;OneWeb Satellites;;;
2021-132Z ;50492;OneWeb Satellites;;;
2021-132AA ;50493;OneWeb Satellites;;;
2021-132AB ;50494;OneWeb Satellites;;;
2021-132AC ;50495;OneWeb Satellites;;;
2021-132AD ;50496;OneWeb Satellites;;;
2022-012E;51626;OneWeb Satellites;;;
2022-012F;51627;OneWeb Satellites;;;
2021-132AE ;50497;OneWeb Satellites;;;
2022-012G;51628;OneWeb Satellites;;;
2021-132AF ;50498;OneWeb Satellites;;;
2021-132AG ;50499;OneWeb Satellites;;;
2022-012H;51629;OneWeb Satellites;;;
2021-132AH ;50500;OneWeb Satellites;;;
2021-132AJ ;50501;OneWeb Satellites;;;
2022-012J;51630;OneWeb Satellites;;;
2021-132AK ;50502;OneWeb Satellites;;;
2022-012K;51631;OneWeb Satellites;;;
2022-012L;51632;OneWeb Satellites;;;
2022-012M;51633;OneWeb Satellites;;;
2022-012N;51634;OneWeb Satellites;;;
2022-012P;51635;OneWeb Satellites;;;
2021-132AL ;50503;OneWeb Satellites;;;
2022-012Q;51636;OneWeb Satellites;;;
2022-012R;51637;OneWeb Satellites;;;
2022-012S;51638;OneWeb Satellites;;;
2022-012T;51639;OneWeb Satellites;;;
2022-012U;51640;OneWeb Satellites;;;
2022-012V;51641;OneWeb Satellites;;;
2022-012W;51642;OneWeb Satellites;;;
2021-132AM ;50504;OneWeb Satellites;;;
2022-012X;51643;OneWeb Satellites;;;
2022-012Y;51644;OneWeb Satellites;;;
2022-012Z;51645;OneWeb Satellites;;;
2022-012AA;51646;OneWeb Satellites;;;
2022-012AB;51647;OneWeb Satellites;;;
2022-012AC;51648;OneWeb Satellites;;;
2022-012AD;51649;OneWeb Satellites;;;
2022-012AE;51650;OneWeb Satellites;;;
2022-012AF;51651;OneWeb Satellites;;;
2022-012AG;51652;OneWeb Satellites;;;
2022-012AH;51653;OneWeb Satellites;;;
2022-012AJ;51654;OneWeb Satellites;;;
2022-012AK;51655;OneWeb Satellites;;;
2022-138A ;54113;OneWeb Satellites;;;
2022-138B ;54114;OneWeb Satellites;;;
2022-138C ;54115;OneWeb Satellites;;;
2022-138D ;54116;OneWeb Satellites;;;
2022-138E ;54117;OneWeb Satellites;;;
2022-138F ;54118;OneWeb Satellites;;;
2022-138G ;54119;OneWeb Satellites;;;
2022-138H ;54120;OneWeb Satellites;;;
2022-138J ;54121;OneWeb Satellites;;;
2022-138K ;54122;OneWeb Satellites;;;
2022-138L ;54123;OneWeb Satellites;;;
2022-138M ;54124;OneWeb Satellites;;;
2022-138N ;54125;OneWeb Satellites;;;
2022-138P ;54126;OneWeb Satellites;;;
2022-138Q ;54127;OneWeb Satellites;;;
2022-138R ;54128;OneWeb Satellites;;;
2022-138S ;54129;OneWeb Satellites;;;
2022-138T ;54130;OneWeb Satellites;;;
2022-138U ;54131;OneWeb Satellites;;;
2022-138V ;54132;OneWeb Satellites;;;
2022-138W ;54133;OneWeb Satellites;;;
2022-138X ;54134;OneWeb Satellites;;;
2022-138Y ;54135;OneWeb Satellites;;;
2022-138Z ;54136;OneWeb Satellites;;;
2022-138AA ;54137;OneWeb Satellites;;;
2022-138AB ;54138;OneWeb Satellites;;;
2022-138AC ;54139;OneWeb Satellites;;;
2022-138AD ;54140;OneWeb Satellites;;;
2022-138AE ;54141;OneWeb Satellites;;;
2022-138AF ;54142;OneWeb Satellites;;;
2022-138AG ;54143;OneWeb Satellites;;;
2022-138AH ;54144;OneWeb Satellites;;;
2022-166A ;54642;OneWeb Satellites;;;
2022-166B ;54643;OneWeb Satellites;;;
2022-138AJ ;54145;OneWeb Satellites;;;
2022-138AK ;54146;OneWeb Satellites;;;
2023-004A;55140;OneWeb Satellites;;;
2023-004B;55141;OneWeb Satellites;;;
2022-138AL ;54147;OneWeb Satellites;;;
2022-138AM ;54148;OneWeb Satellites;;;
2022-166C ;54644;OneWeb Satellites;;;
2022-166D ;54645;OneWeb Satellites;;;
2023-004C;55142;OneWeb Satellites;;;
2022-166E ;54646;OneWeb Satellites;;;
2023-004D;55143;OneWeb Satellites;;;
2023-004E;55144;OneWeb Satellites;;;
2022-166F ;54647;OneWeb Satellites;;;
2023-043K;56055;OneWeb Satellites;;;
2023-043L;56056;OneWeb Satellites;;;
2023-043M;56057;OneWeb Satellites;;;
2023-043N;56058;OneWeb Satellites;;;
2023-043P;56059;OneWeb Satellites;;;
2023-043Q;56060;OneWeb Satellites;;;
2023-004F;55145;OneWeb Satellites;;;
2023-029F;55801;OneWeb Satellites;;;
2023-004G;55146;OneWeb Satellites;;;
2023-043R;56061;OneWeb Satellites;;;
2023-004H;55147;OneWeb Satellites;;;
2023-043S;56062;OneWeb Satellites;;;
2023-004J;55148;OneWeb Satellites;;;
2023-004K;55149;OneWeb Satellites;;;
2023-004L;55150;OneWeb Satellites;;;
2023-004M;55151;OneWeb Satellites;;;
2023-004N;55152;OneWeb Satellites;;;
2023-043T;56063;OneWeb Satellites;;;
2023-043U;56064;OneWeb Satellites;;;
2023-043V;56065;OneWeb Satellites;;;
2023-043W;56066;OneWeb Satellites;;;
2023-043X;56067;OneWeb Satellites;;;
2023-043Y;56068;OneWeb Satellites;;;
2022-166G ;54648;OneWeb Satellites;;;
2023-043Z;56069;OneWeb Satellites;;;
2022-166H ;54649;OneWeb Satellites;;;
2022-166J ;54650;OneWeb Satellites;;;
2022-166K ;54651;OneWeb Satellites;;;
2022-166L ;54652;OneWeb Satellites;;;
2022-166M ;54653;OneWeb Satellites;;;
2022-166N ;54654;OneWeb Satellites;;;
2023-004P;55153;OneWeb Satellites;;;
2022-166P ;54655;OneWeb Satellites;;;
2022-166Q ;54656;OneWeb Satellites;;;
2022-166R ;54657;OneWeb Satellites;;;
2022-166S ;54658;OneWeb Satellites;;;
2022-166T ;54659;OneWeb Satellites;;;
2022-166U ;54660;OneWeb Satellites;;;
2022-166V ;54661;OneWeb Satellites;;;
2022-166W ;54662;OneWeb Satellites;;;
2022-166X ;54663;OneWeb Satellites;;;
