COSPAR_number;NORAD_number;country1;country2;country3;country4;country5
2008-024A;32951;USA;;;;
2008-045A;33376;USA;;;;
1997-026A;24812;USA;;;;
2005-022A;28702;USA;;;;
2020-056C;46114;USA;;;;
2022-128A;54026;USA;;;;
2022-128B;54027;USA;;;;
2002-030A;27445;USA;;;;
2014-050A;40128;Germany;UK;;;
2016-030A;41549;Germany;UK;;;
2016-030B;41550;Germany;UK;;;
2016-069B;41860;Germany;UK;;;
2016-069C;41861;Germany;UK;;;
2016-069D;41862;Germany;UK;;;
2017-079A;43055;Germany;UK;;;
2017-079B;43056;Germany;UK;;;
2017-079C;43057;Germany;UK;;;
2017-079D;43058;Germany;UK;;;
2018-060C;43566;Germany;UK;;;
2014-050B;40129;Germany;UK;;;
2018-060D;43567;Germany;UK;;;
2018-060A;43564;Germany;UK;;;
2018-060B;43565;Germany;UK;;;
2021-116A;49809;Germany;UK;;;
2021-116B;49810;Germany;UK;;;
2015-017A;40544;Germany;UK;;;
2015-017B;40545;Germany;UK;;;
2015-045A;40889;Germany;UK;;;
2015-045B;40890;Germany;UK;;;
2016-069A;41859;Germany;UK;;;
2015-079B;41175;Germany;UK;;;
2015-079A;41174;Germany;UK;;;
2011-060B;37847;Germany;UK;Italy;;
2011-060A;37846;Germany;UK;Italy;;
2012-055A;38857;Germany;UK;Italy;;
2012-055B;38858;Germany;UK;Italy;;
2023-001CD;55084;France;;;;
2013-018A;39150;China;;;;
2018-031A;43259;China;;;;
2018-031B;43260;China;;;;
2018-031D;43262;China;;;;
2018-043A;43461;China;;;;
2018-048A;43484;China;;;;
2019-066A;44622;China;;;;
2018-063A;43585;China;;;;
2020-064A;46396;China;;;;
2021-107A;49492;China;;;;
2019-082A;44819;China;;;;
2021-026A;48079;China;;;;
2022-069A;52912;China;;;;
2020-071A;46610;China;;;;
2023-036A;55912;China;;;;
2020-092A;47231;China;;;;
2014-049A;40118;China;;;;
2016-049A;41727;China;;;;
2021-109A;49495;China;;;;
2022-035A;52200;China;;;;
2015-083A;41194;China;;;;
2021-079A;49122;China;;;;
2019-072A;44703;China;;;;
2015-030A;40701;China;;;;
2015-047A;40894;China;;;;
2020-034B;45625;China;;;;
2020-039A;45794;China;;;;
2020-054A;46025;China;;;;
2020-058A;46232;China;;;;
2020-042A;45856;China;;;;
2015-075A;41121;Russia;;;;
2013-066Q;39430;Denmark;;;;
2017-082A;43065;Japan;;;;
2022-003D;51097;USA;;;;
2015-025G;40657;USA;;;;
2020-094A;47234;China;;;;
2020-094B;47235;China;;;;
2022-058A;52785;China;;;;
2022-058B;52786;China;;;;
2022-058C;52787;China;;;;
2022-058D;52788;China;;;;
2022-058E;52789;China;;;;
2022-058F;52790;China;;;;
2022-058G;52791;China;;;;
2022-058H;52792;China;;;;
2022-058J;52793;China;;;;
2006-029A;29252;USA;;;;
2007-028A;31789;USA;;;;
2016-034A;41579;Russia;;;;
2019-057A;44517;Russia;;;;
2018-100A;43823;South Korea;;;;
2020-013B;45246;South Korea;;;;
2008-042A;33331;USA;;;;
1992-044A;22049;USA;;;;
2021-059CM;48962;United Arab Emirates;;;;
2020-061G;46278;Canada;;;;
2021-006DA;47509;Canada;;;;
2023-054AC;56204;Canada;;;;
2023-054AH;56209;Canada;;;;
2023-054J;56186;Canada;;;;
2016-040D;41602;Canada;;;;
2023-054T;56195;USA;;;;
2023-054V;56197;USA;;;;
2012-025A;38337;Japan;;;;
2022-064A;52888;Italy;;;;
1999-012D;25652;USA;;;;
2007-020A;31571;Italy;;;;
2007-048C;32265;Italy;;;;
2007-048A;32263;Italy;;;;
2007-020C;31573;Italy;;;;
2007-048B;32264;Italy;;;;
2007-020F;31576;Italy;;;;
2007-020D;31574;Italy;;;;
2010-054F;37193;Italy;;;;
2010-054B;37189;Italy;;;;
2010-054E;37192;Italy;;;;
2010-054C;37190;Italy;;;;
2010-054D;37191;Italy;;;;
2013-005E;39076;Italy;;;;
2010-054A;37188;Italy;;;;
2011-080B;38041;Italy;;;;
2011-033E;37743;Italy;;;;
2011-080C;38042;Italy;;;;
2011-033A;37739;Italy;;;;
2011-080A;38040;Italy;;;;
2011-033D;37742;Italy;;;;
2011-080F;38045;Italy;;;;
2011-033B;37740;Italy;;;;
2011-033F;37744;Italy;;;;
2011-080E;38044;Italy;;;;
2011-033C;37741;Italy;;;;
2011-080D;38043;Italy;;;;
2013-005B;39073;Italy;;;;
2013-005C;39074;Italy;;;;
2013-005F;39077;Italy;;;;
2013-005D;39075;Italy;;;;
2013-005A;39072;Italy;;;;
2022-130A;54031;Russia;;;;
2011-009A;37372;Russia;;;;
2014-075A;40315;Russia;;;;
2020-075A;46805;Russia;;;;
2022-075A;52984;Russia;;;;
2006-062A;29670;Russia;;;;
2006-062B;29671;Russia;;;;
2007-052B;32276;Russia;;;;
2007-052A;32275;Russia;;;;
2007-065A;32393;Russia;;;;
2007-065C;32395;Russia;;;;
2009-070A;36111;Russia;;;;
2010-007A;36400;Russia;;;;
2010-007C;36402;Russia;;;;
2009-070B;36112;Russia;;;;
2010-007B;36401;Russia;;;;
2010-041C;37139;Russia;;;;
2011-064A;37867;Russia;;;;
2011-064B;37868;Russia;;;;
2011-064C;37869;Russia;;;;
2013-019A;39155;Russia;;;;
2016-008A;41330;Russia;;;;
2017-055A;42939;Russia;;;;
2016-032A;41554;Russia;;;;
2014-032A;40001;Russia;;;;
2018-053A;43508;Russia;;;;
2018-086A;43687;Russia;;;;
2019-030A;44299;Russia;;;;
2019-088A;44850;Russia;;;;
2020-018A;45358;Russia;;;;
2021-004A;47346;Germany;;;;
2020-059B;46266;USA;;;;
2021-059AH;48910;USA;;;;
2022-033B;52158;USA;;;;
2006-018A;29155;USA;;;;
2009-033A;35491;USA;;;;
2010-008A;36411;USA;;;;
2016-071A;41866;USA;;;;
2018-022A;43226;USA;;;;
2022-021A;51850;USA;;;;
2016-073A;41875;France;Italy;;;
2012-073A;39030;Turkey;;;;
2018-015F;43197;Denmark;;;;
2018-015E;43196;Denmark;;;;
2015-020A;40552;Russia;;;;
2015-020B;40553;Russia;;;;
2015-020C;40554;Russia;;;;
2013-048A;39249;Russia;;;;
2013-048B;39250;Russia;;;;
2013-048C;39251;Russia;;;;
2014-036A;40061;Russia;;;;
2014-036B;40062;Russia;;;;
2014-036C;40063;Russia;;;;
2019-096A;44905;Russia;;;;
2019-096B;44906;Russia;;;;
2019-096C;44907;Russia;;;;
2020-068A;46486;Russia;;;;
2020-068B;46487;Russia;;;;
2020-068C;46488;Russia;;;;
2020-091A;47227;Russia;;;;
2020-091B;47228;Russia;;;;
2020-091C;47229;Russia;;;;
2018-084B;43672;Japan;;;;
2022-002R;50999;USA;;;;
2018-013A;43178;USA;;;;
2014-009C;39574;USA;;;;
2018-047A;43476;Germany;;;;
2018-047B;43477;Germany;;;;
2009-002A;33492;Japan;;;;
2018-111Q;43890;Japan;;;;
2021-022C;47934;Japan;;;;
2021-022B;47933;Japan;;;;
2021-022E;47936;Japan;;;;
2021-022D;47935;Japan;;;;
2012-051B;38779;India;;;;
2018-100B;43824;India;;;;
2011-034A;37746;India;;;;
2014-001A;39498;India;;;;
2015-065A;41028;India;;;;
2014-078A;40332;India;;;;
2017-040B;42815;India;;;;
2016-060A;41793;India;;;;
2017-031A;42747;India;;;;
2022-067A;52903;India;;;;
2018-089A;43698;India;;;;
2020-005A;45026;India;;;;
2019-007B;44035;India;;;;
2015-041A;40880;India;;;;
2013-044B;39234;India;;;;
2018-105A;43864;India;;;;
2011-022A;37605;India;;;;
2014-043B;40100;USA;;;;
2016-052A;41744;USA;;;;
2016-052B;41745;USA;;;;
2022-006A;51280;USA;;;;
2022-006B;51281;USA;;;;
2021-023E;47969;USA;;;;
2021-013D;49014;USA;;;;
2021-058H;48878;USA;;;;
2022-019B;51825;China;;;;
2022-019C;51826;China;;;;
2021-050C;48842;China;;;;
2018-068A;43609;China;;;;
2020-036A;45721;China;;;;
2011-043A;37781;China;;;;
2018-081A;43655;China;;;;
2020-066A;46469;China;;;;
2021-043A;48261;China;;;;
2021-056G;48877;USA;;;;
2021-033D;48251;China;;;;
2019-026E;44229;USA;;;;
2021-006CW;47505;USA;;;;
2021-006CZ;47508;USA;;;;
2021-006CT;47502;USA;;;;
2021-059CG;48957;USA;;;;
2021-059BE;48931;USA;;;;
2021-059BX;48948;USA;;;;
2022-033L;52167;USA;;;;
2022-033J;52165;USA;;;;
2022-033P;52170;USA;;;;
2023-011D;55327;USA;;;;
2023-011A;55324;USA;;;;
2023-011C;55326;USA;;;;
2023-054P;56191;USA;;;;
2023-054R;56193;USA;;;;
2023-054Y;46200;USA;;;;
2018-099H;43765;Denmark;Canada;;;
2018-099AN;43794;Denmark;Canada;;;
2018-099AT;43799;Denmark;Canada;;;
2017-072B;43011;China;;;;
2019-087A;44838;China;;;;
2019-087B;44839;China;;;;
2021-091E;49319;China;;;;
2021-091H;49322;China;;;;
2020-034A;45624;China;;;;
2020-039C;45796;China;;;;
2004-049A;28492;France;UK;Germany;Spain;
2009-073A;36124;France;UK;Germany;Spain;
2003-020A;27811;France;UK;Germany;;
2017-040A;42814;France;Italy;;;
2019-007A;44034;USA;;;;
2021-102F;49400;Japan;;;;
2018-096AB;43744;Netherlands;;;;
2018-099S;43774;Netherlands;;;;
2021-022L;47942;Netherlands;;;;
2021-006EB;47541;Netherlands;;;;
2014-060A;40267;Japan;;;;
2016-064A;41836;Japan;;;;
2006-041A;29479;Japan;UK;Germany;;
2013-049A;39253;Japan;;;;
2020-102B;47297;China;;;;
2002-044A;27528;France;;;;
2010-070A;37264;USA;;;;
2018-023A;43228;USA;;;;
2017-006A;41942;Germany;;;;
2008-041A;33320;China;;;;
2008-041B;33321;China;;;;
2020-067A;46478;China;;;;
2020-067B;46479;China;;;;
2014-033F;40015;Japan;;;;
2014-033B;40011;Japan;;;;
2023-047A;56153;China;;;;
2023-047B;56154;China;;;;
2023-047C;56155;China;;;;
2023-047D;56156;China;;;;
2018-112F;43914;China;;;;
2018-108A;43871;China;;;;
2007-063B;32388;USA;;;;
2018-074B;43633;USA;;;;
2023-025A;55690;China;;;;
2023-032A;55844;China;;;;
2012-025D;38340;Japan;;;;
2018-096B;43720;USA;;;;
2019-072C;44705;China;;;;
2022-132A;54035;China;;;;
1990-037B;20580;International;;;;
2018-008B;43156;China;;;;
2023-001CN;55093;Norway;Netherlands;;;
2017-034A;42758;China;;;;
2010-065A;37237;France;;;;
2012-043B;38741;USA;;;;
2018-033B;43272;USA;;;;
2018-096A;43719;India;;;;
2018-070A;43613;USA;;;;
2018-004D;43114;Finland;;;;
2021-006CY;47507;Finland;;;;
2021-059AR;48918;Finland;;;;
2021-059AM;48914;Finland;;;;
2021-059AP;48916;Finland;;;;
2022-002CQ;51070;Finland;;;;
2021-059AQ;48917;Finland;;;;
2022-002AA;51008;Finland;;;;
2022-057AG;52762;Finland;;;;
2022-057T;52749;Finland;;;;
2022-057AC;52758;Finland;;;;
2018-099AU;43800;Finland;;;;
2022-057AD;52759;Finland;;;;
29230991AS;55049;Finland;;;;
2022-057Z;52755;Finland;;;;
2023-001BF;55062;Finland;;;;
2019-038D;44390;Finland;;;;
2019-038C;44389;Finland;;;;
2020-068M;46497;Finland;;;;
2020-068L;46496;Finland;;;;
2021-006DB;47510;Finland;;;;
2021-006CX;47506;Finland;;;;
2019-068A;44628;USA;;;;
2015-015A;40538;Japan;;;;
2018-021A;43223;Japan;;;;
2020-009A;45165;Japan;;;;
2017-015A;42072;Japan;;;;
2018-052A;43495;Japan;;;;
2023-012A;55329;Japan;;;;
2011-050A;37813;Japan;;;;
2011-075A;37954;Japan;;;;
2013-002A;39061;Japan;;;;
2013-002B;39062;Japan;;;;
2015-004A;40381;Japan;;;;
2023-054A;56178;Turkey;;;;
2006-027A;29249;USA;;;;
2008-010A;32706;USA;;;;
2014-081A;40344;USA;;;;
2017-056A;42941;USA;;;;
1996-070A;24674;USA;;;;
1998-006B;25153;USA;;;;
2005-009A;28628;France;UK;Germany;;
2005-044A;28899;France;UK;Germany;;
2008-039A;33278;France;UK;Germany;;
2013-038A;39215;France;UK;Germany;Spain;
2013-073A;39476;USA;;;;
2015-005A;40384;USA;;;;
2015-042A;40882;USA;;;;
2017-025A;42698;USA;;;;
2019-080B;44801;France;;;;
2021-128A;50319;France;UK;Germany;Spain;
2023-022A;55683;UK;France;Germany;Spain;
2018-096V;43738;Malaysia;;;;
2017-008B;41949;India;;;;
2017-008G;41954;India;;;;
2018-004F;43116;India;;;;
2022-013C;51658;India;;;;
2013-038B;39216;India;;;;
2016-054A;41752;India;;;;
2022-013B;51657;India;;;;
2023-054AK;56211;France;Netherlands;;;
2002-048A;27540;Italy;International;;;
2001-019A;26766;USA;;;;
2004-022A;28358;UK;France;Germany;Spain;
2007-044B;32253;USA;;;;
2000-068A;26590;France;;;;
2009-064A;36097;USA;;;;
2009-067A;36106;USA;;;;
2010-006A;36397;USA;;;;
2010-065B;37238;USA;;;;
2011-056A;37834;USA;;;;
2012-030A;38356;USA;;;;
2000-072A;26608;USA;;;;
2012-043A;38740;USA;;;;
2012-045A;38749;USA;;;;
2012-011A;38098;USA;;;;
2012-057A;38867;USA;;;;
2008-034A;33153;USA;;;;
2014-062A;40271;USA;;;;
2016-035A;41581;USA;;;;
2016-053B;41748;USA;;;;
2015-039A;40874;USA;;;;
2017-041A;42818;USA;;;;
2016-053A;41747;USA;;;;
2017-059A;42950;USA;;;;
2019-049B;44476;USA;;;;
2023-052A;56174;USA;;;;
1997-046A;24916;USA;;;;
2000-043A;26451;USA;;;;
2001-024A;26824;USA;;;;
2001-039A;26900;USA;;;;
2002-007A;27380;USA;;;;
2002-027A;27438;USA;;;;
2002-041A;27513;USA;;;;
2011-016A;37392;USA;;;;
1998-067A;25544;International;;;;
2008-051A;33401;USA;;;;
2020-061C;46274;Italy;;;;
2017-003D;41920;France;Italy;;;
2017-003B;41918;France;Italy;;;
2017-003F;41922;France;Italy;;;
2017-003E;41921;France;Italy;;;
2017-003A;41917;France;Italy;;;
2017-061F;42960;France;Italy;;;
2017-003H;41924;France;Italy;;;
2017-003C;41919;France;Italy;;;
2018-047F;43481;France;Italy;;;
2017-003K;41926;France;Italy;;;
2017-003J;41925;France;Italy;;;
2017-039A;42803;France;Italy;;;
2017-003G;41923;France;Italy;;;
2017-039D;42806;France;Italy;;;
2017-083C;43072;France;Italy;;;
2017-039F;42808;France;Italy;;;
2017-039E;42807;France;Italy;;;
2017-061E;42959;France;Italy;;;
2017-039C;42805;France;Italy;;;
2017-039K;42812;France;Italy;;;
2017-061C;42957;France;Italy;;;
2017-039B;42804;France;Italy;;;
2017-039H;42810;France;Italy;;;
2017-061K;42964;France;Italy;;;
2017-039G;42809;France;Italy;;;
2017-061B;42956;France;Italy;;;
2017-039J;42811;France;Italy;;;
2017-061D;42958;France;Italy;;;
2017-083D;43073;France;Italy;;;
2017-083K;43079;France;Italy;;;
2017-061G;42961;France;Italy;;;
2017-061A;42955;France;Italy;;;
2017-083F;43075;France;Italy;;;
2017-083A;43070;France;Italy;;;
2017-061H;42962;France;Italy;;;
2017-083G;43076;France;Italy;;;
2017-083B;43071;France;Italy;;;
2017-061J;42963;France;Italy;;;
2018-030D;43252;France;Italy;;;
2017-083H;43077;France;Italy;;;
2018-030H;43256;France;Italy;;;
2018-030K;43258;France;Italy;;;
2018-030A;43249;France;Italy;;;
2018-030E;43253;France;Italy;;;
2018-030F;43254;France;Italy;;;
2018-047E;43480;France;Italy;;;
2018-030G;43255;France;Italy;;;
2018-030B;43250;France;Italy;;;
2018-030J;43257;France;Italy;;;
2017-083E;43074;France;Italy;;;
2018-047D;43479;France;Italy;;;
2017-083J;43078;France;Italy;;;
2018-061F;43574;France;Italy;;;
2018-061E;43573;France;Italy;;;
2018-061H;43576;France;Italy;;;
2018-030C;43251;France;Italy;;;
2018-061C;43571;France;Italy;;;
2018-061K;43578;France;Italy;;;
2018-061A;43569;France;Italy;;;
2018-047C;43478;France;Italy;;;
2018-047G;43482;France;Italy;;;
2018-061G;43575;France;Italy;;;
2018-061J;43577;France;Italy;;;
2018-061D;43572;France;Italy;;;
2018-061B;43570;France;Italy;;;
2019-002K;43931;France;Italy;;;
2019-002C;43924;France;Italy;;;
2019-002E;43926;France;Italy;;;
2019-002J;43930;France;Italy;;;
2019-002H;43929;France;Italy;;;
2019-002F;43927;France;Italy;;;
2019-002D;43925;France;Italy;;;
2019-002G;43928;France;Italy;;;
2019-002B;43923;France;Italy;;;
2019-002A;43922;France;Italy;;;
2013-033A;39197;USA;;;;
2023-054AV;56221;Taiwan;;;;
2013-034A;39199;India;;;;
2014-017A;39635;India;;;;
2014-061A;40269;India;;;;
2015-018A;40547;India;;;;
2016-003A;41241;India;;;;
2016-015A;41384;India;;;;
2016-027A;41469;India;;;;
2018-035A;43286;India;;;;
2003-046A;28051;India;;;;
2017-071P;43050;USA;;;;
2018-111D;43879;Germany;;;;
2018-104H;43856;USA;;;;
2023-054M;56189;USA;;;;
2009-051E;35935;Turkey;;;;
2021-121A;49954;USA;;;;
2019-038F;44419;Germany;;;;
2016-002A;41240;France;;;;
2006-033A;29272;USA;;;;
2012-023A;38331;USA;;;;
2016-028A;41471;USA;;;;
2016-082A;41903;USA;;;;
2016-050A;41729;USA;;;;
2020-013A;45245;USA;;;;
2019-091A;44868;USA;;;;
2002-015A;27399;USA;;;;
2006-010A;29045;USA;;;;
2009-044A;35755;USA;;;;
2018-094D;43713;China;;;;
2019-032A;44310;China;;;;
2015-057B;40959;China;;;;
2015-057C;40960;China;;;;
2019-075A;44777;China;;;;
2019-086A;44836;China;;;;
2021-086A;49256;China;;;;
2021-097A;49338;China;;;;
2020-065A;46454;China;;;;
2020-065B;46455;China;;;;
2020-065C;46456;China;;;;
2020-065D;46457;China;;;;
2020-065E;46458;China;;;;
2020-065F;46459;China;;;;
2020-065G;46460;China;;;;
2020-065H;46461;China;;;;
2020-065J;46462;China;;;;
2022-019K;51833;China;;;;
2022-019L;51834;China;;;;
2022-019M;51835;China;;;;
2022-019N;51836;China;;;;
2022-019P;51837;China;;;;
2022-019Q;51838;China;;;;
2022-019R;51839;China;;;;
2022-019S;51840;China;;;;
2022-019T;51841;China;;;;
2021-062B;49004;China;;;;
2021-061C;49005;China;;;;
2021-062D;49006;China;;;;
2022-046B;52389;China;;;;
2022-046C;52390;China;;;;
2022-046D;52391;China;;;;
2022-046E;52392;China;;;;
2022-048B;52444;China;;;;
2022-048C;52445;China;;;;
2022-048D;52446;China;;;;
2022-048E;52447;China;;;;
2022-048F;52448;China;;;;
2022-048G;52449;China;;;;
2022-048H;52450;China;;;;
2023-007D;55251;China;;;;
2022-046A;52388;China;;;;
2023-007J;55256;China;;;;
2023-007H;55255;China;;;;
2021-062A;49003;China;;;;
2022-048A;52443;China;;;;
2020-003A;45016;China;;;;
2022-019J;51832;China;;;;
2023-007E;55252;China;;;;
2023-007F;55253;China;;;;
2023-007G;55254;China;;;;
2015-057D;40961;China;;;;
2019-005E;43946;China;;;;
2017-002B;41914;China;;;;
2017-074A;43022;China;;;;
2017-074B;43023;China;;;;
2017-074C;43024;China;;;;
2018-008E;43159;China;;;;
2018-008F;43160;China;;;;
2019-005B;43943;China;;;;
 2021-033G;48254;China;;;;
2021-033H;48255;China;;;;
2021-117B;49813;China;;;;
2021-091L;49325;China;;;;
2023-007M;55259;China;;;;
2023-007N;55260;China;;;;
2021-117E;49816;China;;;;
2023-007L;55258;China;;;;
2019-059B;44529;China;;;;
2018-099AX;43803;Jordan;;;;
2015-049F;40904;China;;;;
2012-039A;38707;Russia;;;;
2017-042A;42825;Russia;;;;
2018-014A;43180;Russia;;;;
2018-014B;43181;Russia;;;;
2018-111A;43876;Russia;;;;
2018-111B;43877;Russia;;;;
2014-024A;39731;France;;;;
2014-033A;40010;UK;;;;
2011-035B;37749;Russia;;;;
2014-023B;39728;Italy;;;;
2018-099AB;43783;UK;;;;
2015-077B;41167;Singapore;;;;
2021-006CS;47501;Canada;;;;
2021-006CU;47503;Canada;;;;
2021-026AK;47446;Canada;;;;
2021-026AT;47454;Canada;;;;
2021-006CB;47486;Canada;;;;
2021-006BA;47461;Canada;;;;
2022-002CD;51059;Canada;;;;
2022-002CB;51057;Canada;;;;
2022-002U;51002;Canada;;;;
2022-002BV;51051;Canada;;;;
2018-096L;43729;UK;;;;
2023-054AR;56217;Canada;;;;
2023-054AS;56218;Canada;;;;
2020-061AZ;46319;UK;;;;
2020-068AP;46499;Canada;;;;
2020-068AN;46498;Canada;;;;
2021-022Z;47955;Canada;;;;
2021-022T;47949;Canada;;;;
2021-006BR;47476;Canada;;;;
2021-006DX;47531;Canada;;;;
1998-067NE;42982;USA;;;;
2022-117A;53883;USA;;;;
2005-042A;28888;USA;;;;
2011-002A;37348;USA;;;;
2013-043A;39232;USA;;;;
2019-004A;43941;USA;;;;
2021-032A;48247;USA;;;;
2018-084F;43676;United Arab Emirates;;;;
2022-096A;53370;Russia;;;;
2023-054D;56181;Turkey;;;;
2018-008C;43157;UK;;;;
2017-005A;41940;Japan;;;;
2015-049R;40914;China;;;;
2009-002H;33499;Japan;;;;
2019-077A;44785;China;;;;
2019-077B;44786;China;;;;
2021-070A;49059;China;;;;
2021-070B;49060;China;;;;
2021-022U;47950;South Korea;;;;
2006-031A;29268;South Korea;France;UK;Germany;
2012-025B;38338;South Korea;France;UK;Germany;
2015-014A;40536;South Korea;;;;
2013-042A;39227;South Korea;;;;
2006-034A;29349;France;Italy;;;
2017-067A;42984;France;Italy;;;
2010-070B;37265;USA;;;;
2017-023A;42691;France;Italy;;;
2021-102H;49402;Japan;;;;
2021-059BD;48930;Luxembourg;;;;
2021-059AZ;48926;Luxembourg;;;;
2022-033AP;52194;Luxembourg;;;;
2022-033AN;52193;Luxembourg;;;;
2022-033AJ;52189;Luxembourg;;;;
2022-033AK;52190;Luxembourg;;;;
2023-001CF;55086;Luxembourg;;;;
2023-001L;55019;Luxembourg;;;;
2023-001K;55018;Luxembourg;;;;
2023-001CE;55085;Luxembourg;;;;
2021-059BR;48942;Luxembourg;;;;
2021-059BZ;48950;Luxembourg;;;;
2020-081B;46906;Luxembourg;;;;
2020-081C;46907;Luxembourg;;;;
2020-081H;46912;Luxembourg;;;;
2020-081K;46914;Luxembourg;;;;
2021-022Y;47954;Saudi Arabia;;;;
2022-129A;54029;China;;;;
2023-001CY;55103;Kuwait;;;;
2019-058B;44520;China;;;;
2000-047A;26473;USA;;;;
2005-016A;28646;USA;;;;
2021-022S;47948;UK;;;;
2023-054AN;56214;USA;;;;
2020-068G;46492;UK;;;;
2018-102F;43836;China;;;;
2018-102G;43837;China;;;;
2018-102H;43838;China;;;;
2018-102J;43839;China;;;;
2018-102K;43840;China;;;;
2018-102L;43841;China;;;;
2018-102M;43842;China;;;;
1999-020A;25682;USA;;;;
2013-008A;39084;USA;;;;
2021-088A;49260;USA;;;;
2015-067A;41034;China;;;;
2015-052B;40931;Indonesia;;;;
2016-040E;41603;Indonesia;;;;
2007-001A;29709;Germany;;;;
2002-058H;27612;USA;;;;
2002-058B;27606;USA;;;;
2021-118B;49818;USA;;;;
2023-008B;55264;USA;;;;
2021-073D;49069;Italy;;;;
2014-033AL;40044;USA;;;;
2021-059BA;48927;USA;;;;
2019-038X;44407;USA;;;;
2018-046F;43559;USA;;;;
2021-034B;48269;USA;;;;
2017-042P;42838;USA;;;;
2017-019B;42752;USA;;;;
2021-059AW;48923;USA;;;;
2016-062E;41873;USA;;;;
2019-018H;44085;USA;;;;
2017-071L;43047;USA;;;;
2018-004Q;43125;USA;;;;
2021-059CJ;48959;USA;;;;
2021-006DV;47529;USA;;;;
2018-088H;43697;USA;;;;
2015-052D;40933;USA;;;;
2018-111G;43882;USA;;;;
2018-111P;43889;USA;;;;
2018-004R;43126;USA;;;;
2020-068R;46501;USA;;;;
2017-042T;42842;USA;;;;
2023-001F;55014;USA;;;;
1998-067RW;46926;USA;;;;
2022-002CC;51058;USA;;;;
2020-061AW;46316;USA;;;;
2018-096AC;43745;USA;;;;
2017-071S;43053;USA;;;;
2019-038V;44405;USA;;;;
2019-038Z;44409;USA;;;;
2019-018J;44086;USA;;;;
2023-001AE;55037;USA;;;;
2020-061AC;46298;USA;;;;
2023-001CH;55088;USA;;;;
2017-042R;42840;USA;;;;
2017-042N;42837;USA;;;;
2019-038AB;44411;USA;;;;
2018-111K;43885;USA;;;;
2019-089J;44860;USA;;;;
2021-059G;48885;USA;;;;
2021-006DR;47525;USA;;;;
2017-019C;42753;USA;;;;
2020-081G;46911;USA;;;;
2015-052E;40934;USA;;;;
2018-014C;43182;USA;;;;
2020-081E;46909;USA;;;;
2017-008BB;41997;USA;;;;
2015-052C;40932;USA;;;;
2019-018G;44084;USA;;;;
2021-059AY;48925;USA;;;;
2019-089D;44855;USA;;;;
2018-014E;43184;USA;;;;
2022-057E;52736;USA;;;;
2022-002AQ;51022;USA;;;;
2018-096P;43732;USA;;;;
2017-036K;42774;USA;;;;
2019-038L;44396;USA;;;;
2017-036R;42780;USA;;;;
2017-071T;43054;USA;;;;
2017-036J;42773;USA;;;;
2017-036Q;42779;USA;;;;
2021-006CJ;47493;USA;;;;
2018-010C;43165;USA;;;;
2018-004N;43123;USA;;;;
2017-071Q;43051;USA;;;;
2017-036T;42782;USA;;;;
2021-059BC;48929;USA;;;;
2017-008AW;41992;USA;;;;
2022-057AP;52769;USA;;;;
2022-002BY;51054;USA;;;;
2023-001AF;55038;USA;;;;
2017-042Q;42839;USA;;;;
2019-038T;44403;USA;;;;
2021-006AW;47457;USA;;;;
2018-111M;43887;USA;;;;
2021-006AP;47450;USA;;;;
2020-068T;46503;USA;;;;
2017-008BA;41996;USA;;;;
2021-006DY;47538;USA;;;;
2023-054E;56182;USA;;;;
2018-096N;43731;USA;;;;
2020-061AD;46299;USA;;;;
2020-081D;46908;USA;;;;
2019-089K;44861;USA;;;;
2015-052F;40935;USA;;;;
2017-042S;42841;USA;;;;
2018-004P;43124;USA;;;;
2023-001E;55013;USA;;;;
2022-002AP;51021;USA;;;;
2017-008AZ;41995;USA;;;;
2018-111J;43884;USA;;;;
2017-019D;42754;USA;;;;
2017-071E;43041;USA;;;;
2022-002BE;51036;USA;;;;
2017-071M;43048;USA;;;;
2023-054AE;56206;USA;;;;
2021-006DC;47511;USA;;;;
2017-036S;42781;USA;;;;
2021-006AS;47453;USA;;;;
2018-111N;43888;USA;;;;
2017-008AV;41991;USA;;;;
2020-061AV;46315;USA;;;;
2017-036G;42771;USA;;;;
2020-068Q;46500;USA;;;;
2017-008AX;41993;USA;;;;
2016-062D;41872;USA;;;;
2021-034F;48273;USA;;;;
2017-008AY;41994;USA;;;;
